Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_92,VAR_2_92,Individual,Census usually resident population count,2023,Count,Years at usual residence,0 years,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (0 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_93,VAR_2_93,Individual,Census usually resident population count,2023,Count,Years at usual residence,1-4 years,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (1-4 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_94,VAR_2_94,Individual,Census usually resident population count,2023,Count,Years at usual residence,5-9 years,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (5-9 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_95,VAR_2_95,Individual,Census usually resident population count,2023,Count,Years at usual residence,10-14 years,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (10-14 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_96,VAR_2_96,Individual,Census usually resident population count,2023,Count,Years at usual residence,15-29 years,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (15-29 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_97,VAR_2_97,Individual,Census usually resident population count,2023,Count,Years at usual residence,30 years or more,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (30 years or more)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_98,VAR_2_98,Individual,Census usually resident population count,2023,Count,Years at usual residence,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_99,VAR_2_99,Individual,Census usually resident population count,2023,Count,Years at usual residence,Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_100,VAR_2_100,Individual,Census usually resident population count,2023,Count,Years at usual residence,Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Years at usual residence (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_101,VAR_2_101,Individual,Census usually resident population count,2023,Mean,Years at usual residence,Average,"Subject pop: Census usually resident population count, Year: 2023, Measure: Mean, Var1: Years at usual residence (Average)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_102,VAR_2_102,Individual,Overseas-born census usually resident population count,2013,Mean,Years since arrival in New Zealand,Average,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Mean, Var1: Years since arrival in New Zealand (Average)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_103,VAR_2_103,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,Less than one year,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (Less than one year)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_104,VAR_2_104,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,1 year,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (1 year)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_105,VAR_2_105,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,2 years,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (2 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_106,VAR_2_106,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,3 years,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (3 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_107,VAR_2_107,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,4 years,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (4 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_108,VAR_2_108,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,5-9 years,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (5-9 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_109,VAR_2_109,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,10-19 years,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (10-19 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_110,VAR_2_110,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,20 years or more,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (20 years or more)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_111,VAR_2_111,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,Not elsewhere included,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_112,VAR_2_112,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,Total,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_113,VAR_2_113,Individual,Overseas-born census usually resident population count,2013,Count,Years since arrival in New Zealand,Total stated,"Subject pop: Overseas-born census usually resident population count, Year: 2013, Measure: Count, Var1: Years since arrival in New Zealand (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_114,VAR_2_114,Individual,Overseas-born census usually resident population count,2018,Mean,Years since arrival in New Zealand,Average,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Mean, Var1: Years since arrival in New Zealand (Average)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_115,VAR_2_115,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,Less than one year,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (Less than one year)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_116,VAR_2_116,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,1 year,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (1 year)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_117,VAR_2_117,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,2 years,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (2 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_118,VAR_2_118,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,3 years,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (3 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_119,VAR_2_119,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,4 years,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (4 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_120,VAR_2_120,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,5-9 years,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (5-9 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_121,VAR_2_121,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,10-19 years,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (10-19 years)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_122,VAR_2_122,Individual,Overseas-born census usually resident population count,2018,Count,Years since arrival in New Zealand,20 years or more,"Subject pop: Overseas-born census usually resident population count, Year: 2018, Measure: Count, Var1: Years since arrival in New Zealand (20 years or more)"
